Hospital,B15 2TH,B18 7QH,B4 6NH,B71 4HJ,B75 7RR,B9 5SS,B98 7UB,BA1 3NG,BA21 4AT,BB10 2PQ,BB2 3HH,BD20 6TD,BD9 6RJ,BH15 2JB,BH7 7DW,BL4 0JR,BL9 7TD,BN11 2DH,BN21 2UD,BN2 5BE,BR6 8ND,BS10 5NB,BS23 4TQ,BS2 8HW,CA2 7HY,CA28 8JG,CB2 0QQ,CH2 1UL,CH49 5PE,CM1 7ET,CM20 1QX,CO4 5JL,CR7 7YE,CT1 3NG,CT9 4AN,CV10 7DJ,CV2 2DX,CV34 5BW,CW1 4QJ,DA2 8DA,DE13 0RB,DE22 3NE,DH1 5TW,DL3 6HX,DN15 7BH,DN2 5LT,DN33 2BA,DT1 2JY,DY1 2HQ,E11 1NR,E1 1BB,E13 8SL,E9 6SR,EN5 3DJ,EX2 5DW,EX31 4JB,FY3 8NR,GL1 3NN,GU16 7UJ,GU2 7XX,HA1 3UJ,HG2 7SX,HP11 2TT,HP21 8AL,HR1 2ER,HU3 2JZ,HX3 0PW,IG3 8YB,IP33 2QZ,IP4 5PD,KT16 0PZ,KT18 7EG,KT2 7QB,L14 5AB,L35 5DR,L39 2JW,L7 8XP,L8 7SS,L9 7AL,LA14 4LF,LA1 4RP,LE1 5WW,LE3 9QP,LE5 4PW,LN2 5QY,LS1 3EX,LU4 0DZ,M13 0JH,M23 9LT,M6 8HD,M8 5RL,ME16 9QQ,ME7 5NY,MK42 9DJ,MK6 5LD,N18 1QX,N19 5NF,NE1 4LP,NE23 6NZ,NE34 0PL,NE63 9FL,NE7 7DN,NE9 6SX,NG17 4JL,NG5 1PB,NG7 2UH,NN1 5BD,NN16 8UZ,NR31 6LA,NR4 7UY,NW1 2BU,NW3 2QG,OL1 2JH,OL6 9RW,OX16 9AL,OX3 9DU,PE21 9QS,PE29 6NT,PE30 4ET,PE3 9GZ,PL6 8DH,PO19 6SE,PO30 5TG,PO6 3LY,PR2 9HT,PR8 6PN,RG1 5AN,RG24 9NA,RH1 5RH,RH16 4EX,RM7 0AG,S10 2JF,S44 5BL,S60 2UD,S75 2EP,S81 0BD,SE13 6LH,SE1 7EH,SE18 4QH,SE5 9RW,SG1 4AB,SK10 3BL,SK2 7JE,SL2 4HL,SM5 1AA,SN3 6BB,SO16 6YD,SO22 5DG,SP2 8BJ,SR4 7TP,SS0 0RY,SS16 5NL,ST16 3SA,ST4 6QG,SW10 9NH,SW17 0QT,SW3 6NP,SW6 6SX,SY3 8XQ,TA1 5DA,TF1 6TF,TN24 0LZ,TN2 4QJ,TN37 7RD,TQ2 7AA,TR1 3LQ,TS19 8PE,TS4 3BW,TW7 6AF,UB1 3HW,UB8 3NN,W12 0HS,W2 1NY,WA5 1QG,WC1N 3JH,WD18 0HB,WF13 4HS,WF1 4DG,WF8 1PL,WN1 2NN,WR5 1DD,WS2 9PS,WV10 0QP,YO12 6QL,YO31 8HE
SO22 5DG,120.4101698,130.4310265,129.0430965,134.9643145,128.2222451,123.5383213,118.2111641,83.21702189,74.84720133,247.8480432,238.1777478,259.2319222,231.2383049,44.25102792,36.89883767,223.5740152,226.3472897,63.84592078,94.71299932,76.07105961,90.36244362,85.891399,111.1089862,87.29021514,321.408921,343.5470173,116.5181305,206.5416131,230.5984689,119.8810656,103.4705725,143.8108382,78.81135995,128.9291609,143.5696037,118.8961439,113.5936549,98.77238395,184.8349747,93.73011836,147.5854501,155.9721212,296.8671296,275.8295538,220.148661,198.546214,216.7565889,62.17725385,136.0725948,86.74973297,72.5801408,110.3141666,74.60571786,82.47638008,118.2911125,147.3594045,251.4570566,81.73000284,34.6891895,37.84460094,63.68289554,236.851388,57.44104733,81.61028874,111.8601391,240.1088575,246.998681,109.2134651,157.8061986,162.5950474,48.45346712,62.06510599,57.43788053,220.1176905,215.3097388,223.9592711,222.6256984,222.828168,224.8588478,315.9917161,254.3173868,127.9700485,130.4538775,131.6641561,184.1154485,221.6658932,84.66796499,211.0663441,205.9238526,217.3228293,222.820352,98.43539855,104.5863985,106.0498548,90.34105949,81.44129335,79.03216905,309.7367519,318.2918881,309.9281931,325.7815914,316.0282135,305.3914314,168.6217161,158.2267294,154.0481073,98.05859988,112.4010976,213.2943396,188.0357689,69.69254805,76.68343938,222.2872394,218.8914082,80.99728825,60.92551158,179.977963,126.7307502,165.6907603,146.2009688,160.7098835,43.25593739,44.74478056,27.98796484,237.0815359,230.7539873,37.11172131,22.40978806,70.03456884,90.94243277,108.326002,188.6446553,175.541012,187.2305856,201.8570898,186.4105168,99.7377696,69.42158825,99.16445533,71.61895308,92.65927866,192.1694709,212.6577152,58.13871559,68.10376176,47.27369734,12.28845173,0,25.68238733,304.5818674,119.2252165,108.4228437,154.9485759,169.7006217,66.53139685,68.30882354,66.87005771,66.03975626,175.072725,98.88647867,161.0314255,119.1589433,95.15239968,114.9328282,137.7777067,215.0588192,280.3776993,277.7035162,57.15456909,59.73600167,55.97584935,64.71750985,68.29198404,209.1337775,70.82615046,68.77749977,216.0622858,212.5310198,210.3218202,216.6965746,104.6570975,135.9991526,140.6086067,265.468373,238.4009436
SP2 8BJ,119.3819626,122.2108465,146.6583795,124.2986648,145.9702693,141.1536043,135.8264471,44.63335349,49.18492371,239.4123351,229.7420397,250.7962141,248.8535879,30.75245011,23.40025986,215.1383071,217.9115817,77.0121819,107.8792604,89.23732074,111.1944563,63.48792244,67.24092512,53.14851872,312.9732129,336.3003593,137.3501432,198.105905,222.1627608,140.7130783,124.3025852,164.6428509,99.64337263,149.7611736,164.4016164,136.5114269,131.2089379,116.3876669,176.3992666,114.562131,165.2007331,173.5874042,314.4824126,293.4448368,237.763944,216.161497,234.3718719,40.14626012,125.4069451,107.5817456,93.40203435,131.1461793,95.43773054,103.3083928,92.62883483,121.6971269,243.1232984,74.62772041,55.52120218,67.90857749,84.51490822,254.466671,87.68351232,96.85140189,104.7578567,257.7241405,238.5629729,130.0454778,178.6382113,183.4270601,69.2854798,82.89711867,78.26989321,211.6819825,206.8740308,215.523563,214.1899903,214.3924599,216.4231397,307.556008,249.7630555,145.5853315,148.0691605,149.2794391,201.7307315,239.2638529,105.4999777,202.630636,197.4881446,208.8871212,214.384644,119.2674112,125.4184112,126.8818675,107.9563425,102.273306,99.86418173,327.3520349,335.9071711,327.5434761,343.3968744,333.6434965,323.0067144,186.2369991,175.8420124,171.6633903,115.6738829,130.0163806,234.1263523,208.8677816,90.52456073,97.51545206,213.8515313,210.4557001,98.61257125,78.54079458,200.8099757,147.5627629,186.522773,167.0329814,135.0476059,56.42219851,42.92714112,41.15422596,228.6458278,222.3182792,67.37159635,43.24180074,90.86658152,94.77130138,129.1580146,206.2599383,193.156295,204.8458686,219.4723728,204.0257998,120.5697823,90.25360093,119.996468,92.45096576,113.4912913,183.7337628,204.2220071,78.97072827,88.93577444,40.17141491,22.69146395,25.86438352,0,322.1971504,140.0572291,129.2548564,146.5128678,161.2649136,87.36340953,89.14083622,87.66350772,86.87176894,167.7045179,73.22420104,153.6632184,139.990956,115.9844124,128.0990893,112.1154291,189.3965416,297.9929823,295.3187992,77.98658177,80.56801435,76.80786203,85.54952253,89.12399672,200.6980694,91.65816315,89.60951245,233.6775688,230.1463028,227.9371032,208.2608665,97.55481507,128.6309455,133.2403996,283.083656,256.0162266
SR4 7TP,205.5220425,202.7622456,201.3743156,194.1665287,188.1307517,199.11405,215.5862073,301.8149745,345.5823486,107.4031876,119.2319498,92.66394436,96.12326714,354.5382047,347.1860144,144.4000833,134.2790737,348.6099136,336.7943266,342.691515,296.1141502,286.7405854,308.3832373,290.5581168,72.95841161,111.8931487,232.7755635,178.7944317,187.9832791,269.5174666,261.8450603,288.266258,294.1051105,326.7355859,340.7266384,191.0374675,198.6915203,210.2006159,176.1135268,288.4146181,168.5355683,159.0465211,13.12636509,29.899886,130.2407839,110.1846013,156.4579626,372.4644306,215.283263,276.6189286,278.9593666,281.8577222,280.6777874,258.5747284,361.0091892,381.0981744,134.7160467,256.3787468,295.9615207,299.882657,268.4296318,74.57604152,277.8018111,250.1570725,259.9190111,137.024533,117.4792357,280.7570207,258.1775783,284.017033,286.532302,300.1439408,295.5972156,165.5569758,160.7490241,158.2695313,168.0649837,168.2674533,170.2981331,134.3046891,113.7230615,183.8012678,178.0621477,182.0184416,149.7479902,92.97493121,243.5715284,143.1512143,150.2311449,143.6592275,137.5098272,305.1142581,300.7107815,241.6749206,231.0103312,279.7786507,267.7229567,14.27975067,18.77585108,10.4121561,26.2655544,16.51217642,11.15691313,141.298007,149.6910021,155.0762708,214.6582778,213.6932666,282.5759071,255.2112524,269.6140944,274.5397295,131.7799925,133.4438581,233.5780839,258.0636062,187.1132022,222.4532823,217.4293109,200.544064,403.4537653,339.6861507,355.0319573,338.2751416,137.8046736,155.3240246,298.912964,299.8225384,311.3802008,329.2663237,275.5666027,126.4874984,135.225056,126.258493,112.0206985,124.7582874,284.6663307,272.4853501,283.4492282,286.0656378,242.5406258,159.0510934,145.3222264,278.0124331,306.1825966,286.6591926,322.5756285,310.1078235,327.9098255,0,291.5187664,281.989123,188.496264,187.5238846,276.0781849,281.0190975,282.0246979,275.9305144,220.6050402,332.632544,214.7616849,327.4254991,312.7402362,345.6799635,380.2938652,457.8027009,28.90410165,33.65541212,274.6770637,281.2810059,276.0274725,271.847857,269.6297233,154.5730628,271.0216012,262.608697,103.4975151,100.9103934,97.75516123,152.186881,230.5439363,199.491926,198.731199,79.33926835,76.16461025
SS0 0RY,153.3807469,151.1319086,149.7439787,155.3045589,148.5891602,147.483713,163.9703013,170.0228267,179.1942573,268.1067669,258.4364715,237.6537482,224.7346146,160.9571494,153.6049592,243.8327389,246.6060135,92.15379163,80.33820458,86.23539304,39.65802825,172.6972038,197.9147911,174.09602,325.7041367,349.0069616,68.21187637,226.8003369,250.8571926,23.23047438,38.23678121,42.5162521,48.89436512,70.27946391,84.27051645,133.9365243,128.3604105,133.8672269,205.0936984,27.55265644,166.9732247,165.8562133,284.8306972,263.7931215,191.9790398,186.571152,184.8466939,178.8833753,163.6529261,39.01518293,38.34752724,33.98552231,39.01811928,48.58260628,222.6381684,270.6297282,271.7157803,150.974427,86.49485266,76.5558443,56.294956,224.8149556,81.21127718,77.72220104,181.1045633,210.5561568,229.778634,27.49880743,80.46150355,61.30046133,72.8830647,63.83798764,69.30998518,240.3764143,235.5684626,244.2179948,242.8844221,243.0868917,245.1175715,336.2504398,278.4574874,133.3999646,135.8837935,136.6364741,158.9114129,215.169274,67.07622643,231.3250678,226.1825764,237.581553,243.0790758,48.65813608,44.25465954,88.45811622,84.57598308,42.174905,47.36578035,297.7003195,306.2554558,297.8917608,313.7451591,303.9917811,293.354999,174.0516322,163.6566455,159.4780234,100.0189735,112.9537055,109.6904739,99.05686001,42.75376587,51.58618977,244.0793909,239.1501319,126.7564255,105.0967209,140.791029,86.34442358,117.8308791,107.0140348,265.0569395,101.1714165,132.8439218,117.0784183,257.3402596,251.012711,96.21140638,102.7799667,54.94432405,72.81020168,24.48598278,199.5140094,180.9709281,184.7353929,206.4676076,179.822094,42.15982694,41.85259848,39.98286787,42.59927747,64.88752246,212.4281946,232.9164389,74.77031046,64.34175113,134.0795022,128.9945732,118.7110637,139.0408705,292.545435,0,12.94871737,175.2072997,189.9593454,45.34788369,47.73262495,44.73068195,46.99670312,195.7736072,222.1640978,181.7323077,66.56353747,51.87827459,84.81800189,241.8970394,319.4058751,268.3412669,265.6670838,60.12075289,58.90204389,72.78534985,57.29154625,45.08595381,229.3925012,41.48826302,58.82140644,215.7969135,209.4304731,198.2853879,236.9552984,178.9280303,156.7000347,161.3094889,253.4933109,226.3645112
SS16 5NL,143.9554225,141.1956256,139.8076956,145.3682759,138.6528772,137.54743,154.0340182,160.0865437,168.8285861,258.1704839,248.5001885,227.7174652,214.7983316,150.5914782,143.2392879,233.8964559,236.6697304,81.7881204,69.97253335,75.86972182,29.29235702,162.7609208,187.978508,164.1597369,315.7678537,339.0706786,58.27559331,216.8640538,240.9209095,25.32249688,28.30049815,41.89647122,38.52869389,59.91379268,73.90484523,124.0002413,118.4241274,123.9309438,195.1574153,17.18698521,157.0369416,155.9199303,274.8944142,253.8568384,182.0427567,184.8820283,174.9104108,168.5177041,153.716643,29.07889987,27.98185601,23.61985108,28.65244805,38.64632322,212.2724972,260.6934451,261.8814472,141.0381439,76.12918143,66.19017307,46.35867294,214.8786726,71.27499412,67.78591798,171.1682802,208.8595115,219.842351,17.56252437,79.84172267,60.68068045,62.51739347,53.47231641,58.87844356,230.4401312,225.6321795,234.2817117,232.9481391,233.1506086,235.1812884,326.3141568,268.5212043,123.4636815,125.9475105,126.700191,148.9751298,205.232991,57.13994337,221.3887848,216.2462933,227.64527,233.1427927,38.29246486,33.88898831,78.52183316,74.63970002,32.23862194,37.42949729,287.7640365,296.3191727,287.9554777,303.808876,294.055498,283.418716,164.1153492,153.7203624,149.5417404,90.08269045,103.0174224,109.0706931,98.43707913,32.34818811,41.64990671,234.1431079,229.2138489,116.8201424,95.16043785,130.854746,76.40814052,107.894596,97.07775174,254.6912682,90.80574531,122.4782505,106.7127471,247.4039766,241.076428,86.27512332,92.41429546,44.55840756,60.58676772,14.54969972,189.5777264,171.034645,174.7991098,196.5313245,169.8519474,31.79415571,31.48692725,29.61719664,32.23360624,54.9512394,202.4919116,222.9801558,64.83402741,53.9760799,124.1432191,118.628902,108.3453925,128.6751992,282.609152,13.04714738,0,165.2710166,180.0230623,34.98221246,37.36695373,34.36501072,36.6310319,185.8373241,212.2278147,171.7960246,56.19786624,41.51260336,74.45233066,231.5313681,309.0402039,258.4049839,255.7308008,50.21603113,49.2042596,62.84906679,47.35526319,34.41800796,219.4562182,31.12259179,48.88512338,205.8606304,199.4941901,188.3491048,227.0190153,168.9917472,146.7637517,151.3732058,243.5570278,216.4282281
ST16 3SA,29.67930202,27.9143563,29.74348454,23.35842462,30.23058326,31.69762085,46.45148718,122.5840312,166.3514053,96.39850798,86.72821261,107.782387,104.1691025,199.5142915,192.1621013,72.12447998,74.89775453,210.1917363,220.5702155,204.2733377,190.2681572,107.5096421,129.152294,111.3271735,169.9593858,193.3754113,126.9715172,55.09207792,79.14893366,163.7134203,154.3398762,182.4622116,178.7170735,210.3642888,224.3553414,49.18071136,50.44705891,61.11656258,33.38543946,167.6374814,27.3574888,30.18956817,180.6293286,159.5917528,103.9108599,82.30841298,130.1280387,193.1243307,28.45240651,147.3240195,162.6909544,161.1834703,160.0035355,133.3456838,181.7782459,201.8672311,100.1199498,77.1478035,157.7883994,161.7095357,144.2033045,120.613587,122.7778979,109.8123643,80.68806783,123.8710564,95.5491458,160.0827688,152.373532,178.2129866,148.3591807,161.9708195,157.4240943,68.66815533,63.86145711,72.50973586,71.1761632,71.37863277,73.40931257,164.5421809,102.8678516,62.15625234,56.41713222,65.85035996,89.43956154,108.1354705,109.1212825,59.6168089,54.47431745,65.8732941,71.37081684,198.3411121,184.3394845,107.2246747,96.56008524,142.0155798,139.6064555,193.4989509,202.0540871,193.6903921,209.5437904,199.7904124,189.1536304,52.33123329,52.86250989,48.68388782,80.20803192,79.36772619,207.861673,182.6031023,150.7461489,139.9252325,70.83770416,67.441873,78.55417077,103.039693,107.4057383,106.218739,149.6687459,115.0071958,224.222822,198.519201,200.0080442,183.2512284,85.63200071,79.30445209,143.8890508,144.7986252,169.9402824,190.8481463,159.1953057,72.40685424,59.30321095,70.99278462,85.61928876,70.17271578,168.3979184,153.2023581,167.1808159,155.2847023,119.3636124,40.71993571,61.20817997,135.5228056,168.0094753,107.4282493,167.5517153,155.0839104,145.9648884,188.3440664,175.1474693,165.6178259,0,18.25108646,150.5296318,168.2145371,150.5962592,151.9504823,38.82582795,153.4016007,22.63849913,219.0646568,195.0581132,227.9978405,201.0629219,278.5717576,164.1398983,161.4657152,146.7865164,143.461359,137.9449012,146.299304,149.3455849,57.68424231,151.8797513,128.1584511,100.9111349,96.29321874,94.0840192,65.24703942,51.31299298,19.22728002,18.5108472,149.2305719,122.1631425
ST4 6QG,44.29013637,42.52519065,44.35431888,37.96925897,44.84141761,46.3084552,61.06232153,137.1948656,180.9622397,80.29004464,70.61974927,91.67392363,88.06063919,214.1251259,206.7729356,56.01601665,58.78929119,224.8025706,235.1810499,218.884172,204.8789915,122.1204765,143.7631283,125.9380079,153.8509224,177.266948,141.5823515,38.9548873,63.04047032,178.3242547,168.9507105,197.073046,193.3279078,224.9751232,239.615566,63.79154571,65.05789325,75.72739693,17.24824885,182.2483157,31.48580657,34.31788594,180.5596949,159.5221191,108.0391777,86.43673075,134.2563565,207.735165,43.06324086,161.9348538,177.3017887,175.7943047,174.6143699,147.9565181,196.3890803,216.4780655,83.89905805,91.75863785,172.3992337,176.32037,158.8561317,109.1500673,137.3887322,124.4231987,95.29890218,127.9993742,79.44068246,174.6936031,166.9843664,192.7802134,162.970015,176.5816539,172.0349286,52.55969199,47.75174031,56.40127253,55.06769986,55.27016943,57.30084923,148.4337176,90.64076509,66.28457011,60.54544999,69.97867773,93.56787931,92.02700715,123.7321168,43.50834557,38.36585411,49.76483077,55.2623535,212.9519464,198.9503188,121.8355091,111.1709196,156.6264142,154.2172899,193.4293172,201.9844534,193.6207584,209.4741567,199.7207787,189.0839966,56.45955106,56.99082766,52.81220559,94.81886627,93.97856054,222.4725074,197.2139367,165.3569832,154.700318,54.74010708,51.33340967,93.16500511,117.6505274,111.5340561,120.8295733,148.4430608,113.7815107,238.8336563,213.1300353,214.6188785,197.8620628,69.52353737,63.19598876,158.4998852,159.4094595,184.5511167,205.4589807,173.80614,46.84490908,63.43152872,75.12110239,89.74760653,74.30103355,183.0533787,167.8131924,181.7916502,169.8955366,133.9744468,21.84016617,33.94859751,149.1302019,182.6203096,122.0390837,182.1625497,169.6947447,160.5788947,188.2744326,189.7583037,180.2286603,18.21443295,0,165.1404662,182.8253714,165.2070935,166.5613166,41.26245984,168.012435,31.63599693,233.6754912,209.6689476,242.6086749,215.9014795,293.182592,164.0702645,161.3960814,161.3973507,157.809269,152.5557355,160.9101384,163.9564192,41.57577897,166.4905857,142.7692854,84.80267155,96.45347893,102.0502947,49.13857609,65.92382733,33.83811437,33.12168155,160.4051008,122.0935088
SW10 9NH,117.5876733,127.60853,126.2206,132.141818,125.50794,120.7158248,115.3886676,111.6455468,126.9010617,245.0255467,235.3552513,220.8931959,207.9740622,108.6639538,101.3117636,220.7515187,223.5247933,56.88849616,79.41988959,63.12301174,17.36683049,114.3199239,139.5375111,115.71874,318.5864245,342.00245,63.22388934,203.7191166,227.7759724,48.26578293,34.29041995,72.19555553,8.654812103,68.54046895,82.53152149,105.2423656,110.7711584,95.94988747,182.0124782,29.02512511,144.7629536,137.1620546,268.1566726,247.1190968,175.3050151,175.2819714,168.1726692,126.5901797,133.2500983,15.5674077,7.766704644,11.99514743,10.12428296,19.11804852,192.1634631,212.2524482,248.6345601,110.1585277,34.20165706,29.78669514,10.31020998,208.140931,32.62964349,44.45868554,140.288664,193.8821321,199.7986529,19.07647136,88.6260461,90.97976476,24.77243836,15.76494936,7.865211904,217.2951941,212.4884958,221.1367746,219.8032019,220.0056715,222.0363513,313.1692196,255.3762671,104.7058059,107.1896348,108.3999135,160.8512058,198.3843273,38.38206768,208.2438476,203.1013562,214.5003328,219.9978556,40.31279657,42.51566458,59.76395748,55.88182433,19.9611007,10.53550221,281.0262949,289.5814311,281.2177361,297.0711344,287.3177564,276.6809744,145.3574735,134.9624867,130.7838647,71.32481476,85.6673125,144.1141871,118.8556164,5.048773905,8.13571632,219.4756091,216.0689117,78.17479177,56.51508722,124.1170044,70.86979159,112.3965192,90.34001014,234.6080391,69.59018885,109.1577065,70.30926913,234.2590394,227.9314908,37.83412643,50.48677108,28.78995644,49.69782037,20.08569008,165.3804126,152.2767693,163.966343,178.5928471,163.1462742,10.05370446,3.786587263,12.38978742,5.213849471,39.36503753,189.3469744,209.8352187,21.11361335,9.293229164,75.70222223,76.70137762,66.41786813,86.74767487,275.8714104,45.08482187,34.28244912,152.1260794,166.8781252,0,5.371249838,0.892531363,2.46015737,172.2502285,163.7868178,158.208929,61.03634131,53.90778728,86.84751458,211.6758623,288.9569748,251.6672423,248.9930592,7.780015732,8.624507635,15.18628369,3.799062586,3.345682784,206.311281,5.843619499,24.12778774,192.8770894,189.2667771,186.6041783,213.8740781,130.3463966,133.1766561,137.7861102,242.2041303,209.6904865
SW17 0QT,122.5856984,132.606555,131.2186251,137.1398431,130.5059651,125.7138498,120.3866926,116.6435718,129.3435574,250.0235718,240.3532764,225.8912209,212.9720873,111.1064495,103.7542593,225.7495438,228.5228183,58.94792396,69.32640322,53.02952537,14.3308247,119.3179489,144.5355362,120.7167651,323.5844495,346.9115959,66.34863651,208.7171417,232.7739974,50.34890432,36.37354135,74.27867692,5.421324001,77.59106211,91.58211465,110.2403907,115.7691835,100.9479125,187.0105032,25.47227132,149.7609787,142.1600796,273.1546977,252.1171219,201.8824434,180.2799964,173.1706943,129.0326755,138.2481234,17.65052909,9.849826041,14.07826882,12.20740436,24.11607357,172.7874685,201.8557606,253.7345351,115.1565528,36.64415278,26.6771579,16.44839994,213.138956,37.62766855,49.4567106,145.2866891,221.8426399,204.796678,20.92959027,90.7091675,93.06288615,23.03236482,10.55986989,7.788442195,222.2932191,217.4852674,226.1347996,224.801227,225.0036965,227.0343763,318.1672447,260.3742922,109.7038309,112.1876599,113.3979385,165.8492309,203.3823523,43.38009274,213.2418727,208.0993812,219.4983579,224.9958806,47.09729978,53.24829971,64.76198253,60.87984939,24.95912575,12.24648568,286.0243199,294.5794562,286.2157612,302.0691595,292.3157815,281.6789994,150.3554986,139.9605118,135.7818897,76.32283982,90.66533755,146.1973085,120.9387378,9.375177905,13.22168206,224.4627679,221.0669368,83.17281682,61.51311227,129.1150294,75.86781664,115.9676392,95.3380352,215.2062396,66.48065162,82.96523536,67.1997319,239.2570645,232.9295159,42.83215148,52.92926681,18.68914252,39.604334,22.16881148,170.3784377,157.2747944,168.9643681,183.5908722,159.872593,9.699042772,6.450619671,13.81864001,6.398570734,44.36306258,194.3449995,214.8332437,26.11163841,4.640849533,80.70024728,79.14387335,68.86036386,89.19017059,280.8694354,47.16794326,36.36557052,157.1241045,171.8761502,5.567195706,0,6.115006119,5.498582053,177.2482536,153.3828347,163.2069541,67.82084453,43.81430091,76.75402821,192.0463395,269.5551753,256.6652673,253.9910842,10.61801747,13.62253269,20.18430875,8.797087641,9.022793908,211.3093061,8.449360273,29.12581279,197.8751145,194.2648022,186.155989,218.8721032,135.3444216,138.1746812,142.7841353,247.2021554,214.6885116
SW3 6NP,118.1548436,128.1757003,126.7877703,132.7089883,125.9669189,121.2829951,115.9558379,112.2127171,127.468232,245.592717,235.9224216,221.4400966,208.520963,109.2311241,101.8789339,221.318689,224.0919635,57.48728938,80.01868281,62.8531905,16.91256139,114.8870942,140.1046814,116.2859103,319.1535948,342.5696203,63.811246,204.2862869,228.3431427,47.81151382,33.83615084,71.74128642,9.253605318,68.08619984,82.07725238,105.7892664,111.3383287,96.51705776,182.5796485,28.570856,145.3301239,137.7089553,274.1497877,244.1785589,197.4313191,175.8288721,165.2321313,127.15735,133.8172686,15.11313859,7.312435536,11.54087832,9.670013851,16.17751054,192.7306334,212.8196185,249.3141588,110.725698,34.76882735,30.38548835,10.85711074,205.200393,33.19681379,45.02585584,140.8558343,190.9415942,200.3455537,18.62220225,88.171777,90.52549565,25.33960866,16.36374257,8.46400512,217.8623643,213.0556661,221.7039449,220.3703722,220.5728418,222.6035216,313.7363899,255.9434374,105.2527066,107.7365356,108.9468143,161.3981066,198.931228,38.92896845,208.8110179,203.6685265,215.0675031,220.5650259,39.85852746,42.06139547,60.31085824,56.4287251,20.50800146,8.629523169,278.0857569,286.6408931,278.2771981,294.1305964,284.3772185,273.7404364,145.9043743,135.5093875,131.3307654,71.87171553,86.21421326,143.659918,118.4013473,4.63726349,6.434894461,220.0319132,216.636082,78.74196206,57.08225751,121.1764664,67.92925361,113.4302487,87.39947216,235.1752094,70.18898206,109.7248768,70.90806235,234.8262097,228.4986611,38.40129672,51.05394138,29.38874966,50.29661359,19.63142097,165.9273134,152.8236701,164.5132438,179.1397479,163.6931749,9.657338361,3.39060979,11.93551831,4.759580363,36.42449955,189.9141447,210.402389,21.68078365,9.89202238,76.26939252,77.26854792,66.98503842,87.31484516,272.9308724,44.63055276,33.82818002,152.6932497,167.4452955,0.863035247,6.001824553,0,2.940172497,172.8173988,164.3539881,158.7760993,60.58207221,43.01917847,75.92782212,212.0153093,289.5241451,248.7267043,246.0525212,8.347186027,9.19167793,15.75345399,4.354841084,2.913988739,206.8784513,5.389350392,24.6746885,193.4239902,189.8136779,178.6708252,214.4412484,130.9135669,133.7438264,138.3532805,244.317878,206.7499486
SW6 6SX,116.8099522,126.8308088,125.4428789,131.3640968,124.7547686,119.9381036,114.6109464,110.8678256,126.1233405,244.2478255,234.5775302,229.2497688,216.3306352,107.8862327,100.5340424,219.9737975,222.7470721,55.37491156,77.90630499,61.60942714,17.66289502,113.5422027,138.75979,114.9410189,317.8087033,341.2247289,63.58633308,202.9413955,226.9982512,57.09418524,40.5509005,81.02395784,9.205815068,86.17096388,100.1620164,115.2959262,109.9934373,95.1721663,181.234757,27.50879374,143.9852324,152.3719035,268.5191163,260.9218841,205.2409913,183.6460659,168.535113,125.8124586,132.4723772,25.63198405,9.380808087,13.60925087,12.97787218,19.48049226,191.3857419,211.4747271,247.9692674,109.3808066,33.42393589,28.27311053,10.67265372,208.5033747,31.85192233,43.68096438,139.5109429,225.2011878,208.1552258,20.6905748,94.88652666,99.80816707,23.9947172,14.25136475,6.351627302,216.5174729,211.7107747,220.3590534,219.0254808,219.2279503,221.2586301,312.3914984,254.598546,113.0623788,115.5462078,116.7564864,169.2077788,206.7409002,46.73864063,207.4661265,202.323635,213.7226117,219.2201344,55.67720154,61.82820148,68.12053042,64.23839728,20.32354444,11.60677536,281.3887386,289.9438748,281.5801799,310.8739217,301.1205438,277.0434181,153.7140464,143.3190597,139.1404376,79.68138771,94.02388544,150.3746676,125.1160969,8.06470237,9.159260016,218.697888,215.2911906,77.3970706,55.73736605,124.4794481,71.23223533,112.7589629,90.70245388,233.8303179,68.07660425,108.3799853,68.79568453,233.4813183,227.1537696,37.05640526,49.70904992,27.27637184,48.18423577,21.69979352,173.7369856,160.6333423,172.3229159,186.9494201,171.5028471,11.7355652,5.45898234,14.00389086,6.827952914,39.72748127,188.5692533,209.0574975,20.33589219,8.548684258,74.92450106,75.92365646,65.64014696,85.9699537,276.2338541,46.69892531,35.89655257,151.3483583,166.100404,2.7624325,5.954034302,3.252486149,0,171.4725073,163.0090966,157.4312079,76.40074629,52.39420267,85.33392998,210.6704178,288.1792536,252.029686,249.3555029,7.002294567,7.84678647,14.40856253,3.644691334,6.664138362,205.5335599,9.198304789,24.49023148,201.2336623,197.6233501,181.5204077,213.096357,129.5686754,132.3989349,137.008389,250.5607033,210.0529303
